I
1130 Generated by WorldEditor 2.4.0r2

1    819 0 0 KHFY Indy South Greenwood
1302 city Indianapolis
1201  39.63094845 -086.09037269 both 27 _stop
1201  39.63095309 -086.09044797 both 28 _stop
1201  39.63095309 -086.09059640 both 29 _stop
1201  39.63094536 -086.09071876 both 30 _stop
1201  39.63089129 -086.09081705 both 31 _stop
1201  39.63082641 -086.09085115 both 32 _stop
1201  39.63020845 -086.09085316 both 33 _stop
1201  39.63010031 -086.09084112 both 34 _stop
1201  39.63001688 -086.09073080 both 35 _start
1201  39.62854717 -086.09060061 both 36 _stop
1201  39.62857652 -086.09076108 both 37 _stop
1201  39.62863832 -086.09084532 both 38 _stop
1201  39.62977845 -086.09086338 both 39 _stop
1201  39.62993448 -086.09084332 both 40 _stop
1201  39.62997774 -086.09081323 both 41 _stop
1201  39.63000091 -086.09070893 both 42 _stop
1201  39.63134600 -086.08787806 both 43 A2_stop
1201  39.63140696 -086.08862603 both 44 A2_start
1201  39.63140033 -086.08845702 both 45 A2_start
1201  39.62105412 -086.08937004 both 46 A5_stop
1201  39.62104778 -086.08947705 both 47 A5_stop
1201  39.62105367 -086.08961815 both 48 A5_stop
1201  39.62107359 -086.08980571 both 49 A5_stop
1201  39.63410192 -086.08776556 both 50 A1_stop
1201  39.63417273 -086.08774435 both 51 A1_stop
1201  39.63423583 -086.08769460 both 52 A1_stop
1201  39.63428429 -086.08760534 both 53 A1_stop
1201  39.63430345 -086.08750291 both 54 A1_stop
1201  39.62114510 -086.08994454 both 55 A_stop
1201  39.62124087 -086.08998586 both 56 A_stop
1201  39.62199972 -086.08986076 both 57 A_stop
1201  39.62530579 -086.08929047 both 58 A_stop
1201  39.62832740 -086.08841014 both 59 A3_stop
1201  39.62853866 -086.09047727 both 60 A3_start
1201  39.62845293 -086.08952147 both 61 A3_start
1201  39.62549352 -086.08889389 both 62 A4_stop
1201  39.62571035 -086.08922591 both 63 A_stop
1201  39.62552604 -086.08925308 both 64 A_stop
1201  39.62818541 -086.08879359 both 65 A_stop
1201  39.62857194 -086.08872743 both 66 A_stop
1201  39.62836422 -086.08876364 both 67 A_stop
1201  39.62980883 -086.08851214 both 68 A_stop
1201  39.63012143 -086.08845794 both 69 A_stop
1201  39.63043818 -086.08840300 both 70 A_stop
1201  39.63075560 -086.08834775 both 71 A_stop
1201  39.63119159 -086.08827100 both 72 A_stop
1201  39.63124963 -086.08826168 both 73 A_stop
1201  39.63150788 -086.08821596 both 74 A_stop
1201  39.63138397 -086.08823623 both 75 A_stop
1201  39.63156201 -086.08820664 both 76 A_stop
1201  39.63360382 -086.08785320 both 77 A_stop
1201  39.63379915 -086.08782028 both 78 A_stop
1201  39.63428868 -086.08737398 both 79 A1_stop
1201  39.63426193 -086.08713147 both 80 A1_stop
1201  39.63250460 -086.08880504 both 81 _stop
1201  39.63250209 -086.08883590 both 82 _stop
1201  39.63247966 -086.08876559 both 83 _stop
1201  39.63230963 -086.08870278 both 84 _stop
1201  39.63243194 -086.08870979 both 85 _stop
1201  39.63151151 -086.08869787 both 86 _stop
1201  39.63153626 -086.08870430 both 87 _stop
1201  39.63145558 -086.08866376 both 88 _stop
1201  39.63143222 -086.08864758 both 89 _stop
1201  39.63133075 -086.08832262 both 90 _stop
1201  39.63125790 -086.08828933 both 91 _stop
1201  39.63103659 -086.08833464 both 92 _stop
1201  39.63094984 -086.08839190 both 93 _stop
1201  39.63089129 -086.08853550 both 94 _stop
1201  39.63087322 -086.08892782 both 95 _stop
1201  39.63141178 -086.09058916 both 96 _start
1201  39.63086955 -086.08946880 both 97 _stop
1201  39.63086165 -086.08922347 both 98 _stop
1201  39.62992804 -086.08963631 both 99 _stop
1201  39.63023834 -086.08958245 both 100 _stop
1201  39.63055428 -086.08951961 both 101 _stop
1202 43 26 twoway taxiway_C A2
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 75 43 twoway taxiway_C A2
1202 44 45 twoway taxiway_C A2
1202 45 75 twoway taxiway_C A2
1202 46 23 twoway taxiway_C A5
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 47 46 twoway taxiway_C A5
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 48 47 twoway taxiway_C A5
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 49 48 twoway taxiway_C A5
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 55 49 twoway taxiway_C A5
1202 51 50 twoway taxiway_C A1
1202 52 51 twoway taxiway_C A1
1202 53 52 twoway taxiway_C A1
1202 54 53 twoway taxiway_C A1
1202 79 54 twoway taxiway_C A1
1202 80 79 twoway taxiway_C A1
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 56 55 twoway taxiway_C A
1202 57 56 twoway taxiway_C A
1202 58 57 twoway taxiway_C A
1202 63 64 twoway taxiway_C A
1202 64 58 twoway taxiway_C A
1202 59 25 twoway taxiway_C A3
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 67 59 twoway taxiway_C A3
1202 60 61 twoway taxiway_C A3
1202 61 67 twoway taxiway_C A3
1202 62 24 twoway taxiway_C A4
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 64 62 twoway taxiway_C A4
1202 65 63 twoway taxiway_C A
1202 66 67 twoway taxiway_C A
1202 67 65 twoway taxiway_C A
1202 68 66 twoway taxiway_C A
1202 69 68 twoway taxiway_C A
1202 70 69 twoway taxiway_C A
1202 71 70 twoway taxiway_C A
1202 72 71 twoway taxiway_C A
1202 73 72 twoway taxiway_C A
1202 74 75 twoway taxiway_C A
1202 75 73 twoway taxiway_C A
1202 76 74 twoway taxiway_C A
1202 77 76 twoway taxiway_C A
1202 78 77 twoway taxiway_C A
1202 50 78 twoway taxiway_C A
1202 22 80 twoway taxiway_C A1
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 23 24 twoway runway 01/19
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 24 25 twoway runway 01/19
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 25 26 twoway runway 01/19
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 26 22 twoway runway 01/19
1204 departure 01,19
1204 arrival 01,19
1204 ils 01,19
1202 96 44 twoway taxiway_B 
1202 100 69 twoway taxiway_A 
1202 101 70 twoway taxiway_A 
1202 97 98 twoway taxiway_B 
1202 98 71 twoway taxiway_B 
1202 99 100 twoway taxiway_B 
1202 100 101 twoway taxiway_B 
1202 101 97 twoway taxiway_B 
1202 68 99 twoway taxiway_A 
1206 1 2 twoway Crew Vehicles
1206 2 0 twoway Crew Vehicles
1206 3 1 twoway Crew Vehicles
1206 4 3 twoway Crew Vehicles
1206 5 4 twoway Crew Vehicles
1206 6 5 twoway Crew Vehicles
1206 7 6 twoway Crew Vehicles
1206 8 7 twoway Crew Vehicles
1206 9 8 twoway Crew Vehicles
1206 10 9 twoway Crew Vehicles
1206 11 18 twoway Crew Vehicles
1206 12 11 twoway Crew Vehicles
1206 13 12 twoway Crew Vehicles
1206 14 13 twoway Crew Vehicles
1206 15 14 twoway Crew Vehicles
1206 16 15 twoway Crew Vehicles
1206 18 17 twoway Crew Vehicles
1206 19 20 twoway Crew Vehicles
1206 20 0 twoway Crew Vehicles
1206 0 21 twoway Crew Vehicles
1206 21 18 twoway Crew Vehicles
1206 27 14 twoway 
1206 28 27 twoway 
1206 29 28 twoway 
1206 30 29 twoway 
1206 31 30 twoway 
1206 32 31 twoway 
1206 33 32 twoway 
1206 34 33 twoway 
1206 35 34 twoway 
1206 36 61 twoway 
1206 37 36 twoway 
1206 38 37 twoway 
1206 39 38 twoway 
1206 40 39 twoway 
1206 41 40 twoway 
1206 42 41 twoway 
1206 5 42 twoway 
1206 81 82 twoway 
1206 83 81 twoway 
1206 84 85 twoway 
1206 86 87 twoway 
1206 88 86 twoway 
1206 45 89 twoway 
1206 90 45 twoway 
1206 91 90 twoway 
1206 92 91 twoway 
1206 93 92 twoway 
1206 94 93 twoway 
1206 95 94 twoway 
1206 98 95 twoway 
1206 18 98 twoway 
1400  39.63026240 -086.09041291 5.0 crew_limo 0 New Service Truck 70
1400  39.63026744 -086.09048166 6.6 crew_ferrari 0 New Service Truck 69
1400  39.63013954 -086.09032969 5.0 crew_car 0 New Service Truck 65
1400  39.63106702 -086.08942236 188.0 fuel_jets 0 Jet A Turck
1400  39.63100286 -086.08949001 187.3 fuel_props 0 100LL Truck
1400  39.63065991 -086.08962524 99.8 gpu 0 GPU Truck
99
